,Scientific Name,Class,Order,Family,Trend,Status,Life Span (years),Length (cm),Weight (kg),Is Social,Is Nocturnal,Diet,Mating Behavior,Incubation Period (days),Baby Carrying,Independent Age (days),Africa,Antarctica,Asia,Europe,Oceania,South America,Central America,North America,Cold,Dry/Desert,Polar/Tundra,Temperate,Tropical
1214,Harpia harpyja,aves,accipitriformes,accipitridae,0.0,0.0,30.0,96.5,6.5,1,0,1.0,0.0,56.0,2.0,420.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1215,Pelecanus crispus,aves,pelecaniformes,pelecanidae,0.0,1.0,42.0,171.5,11.0,1,0,1.0,0.0,31.0,3.0,75.0,1,0,1,1,0,0,0,0,1,1,0,1,0
1216,Egretta caerulea,aves,pelecaniformes,ardeidae,0.0,0.0,14.0,68.5,0.354,1,0,1.0,0.0,23.0,4.0,45.5,1,0,0,1,0,0,0,0,0,0,0,1,1
1217,Pithecophaga jefferyi,aves,accipitriformes,accipitridae,0.0,1.0,45.0,94.0,6.0,0,0,1.0,0.0,63.0,1.0,600.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1218,Otis tarda,aves,otidiformes,otididae,0.0,1.0,28.0,102.5,10.5,1,0,0.0,1.0,27.5,2.5,300.0,1,0,1,1,0,0,0,0,1,1,0,1,0
1219,Phoenicoparrus jamesi,aves,phoenicopteriformes,phoenicopteridae,1.0,0.0,25.0,,2.0,1,0,2.0,0.0,29.0,1.0,90.0,0,0,0,0,0,0,0,0,0,1,1,0,0
1220,Malurus splendens,aves,passeriformes,maluridae,1.0,0.0,5.5,14.0,0.009,1,0,0.0,1.0,14.5,3.0,11.5,0,0,0,0,1,0,0,0,0,0,0,0,1
1221,Larosterna inca,aves,charadriiformes,laridae,0.0,0.0,17.0,40.5,0.195,1,0,1.0,0.0,24.5,2.0,60.0,0,0,0,0,0,0,0,0,0,0,0,1,1
1222,Hymenolaimus malacorhynchos,aves,anseriformes,anatidae,0.0,1.0,9.0,52.5,0.835,1,0,0.0,0.0,34.0,5.5,75.0,0,0,0,0,1,0,0,0,0,0,0,1,0
1223,Pygoscelis papua,aves,sphenisciformes,spheniscidae,1.0,0.0,17.5,,6.0,1,0,1.0,0.0,35.0,2.0,90.0,1,1,0,0,1,0,0,0,0,0,1,0,0
1224,Amazona auropalliata,aves,psittaciformes,psittacidae,0.0,1.0,50.0,36.0,0.58,1,0,2.0,0.0,27.0,3.5,70.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1225,Asarcornis scutulata,aves,anseriformes,anatidae,0.0,1.0,12.5,73.5,3.0,1,0,0.0,0.0,33.0,16.0,98.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1226,Nycticorax nycticorax,aves,pelecaniformes,ardeidae,0.0,0.0,25.0,60.5,0.8,1,1,1.0,0.0,21.5,4.0,45.5,1,1,1,1,1,0,0,0,1,1,0,1,1
1227,Poecile atricapillus,aves,passeriformes,paridae,2.0,0.0,7.0,13.5,0.0115,1,0,0.0,0.0,12.5,7.0,38.5,0,0,0,0,0,0,0,0,1,0,1,0,0
1228,Todiramphus chloris,aves,coraciiformes,alcedinidae,0.0,0.0,11.0,25.5,0.0705,0,0,1.0,0.0,18.0,5.0,28.0,1,0,1,0,1,0,0,0,0,1,0,0,1
1229,Phalacrocorax harrisi,aves,suliformes,phalacrocoracidae,1.0,1.0,13.0,94.5,3.5,1,0,1.0,0.0,35.0,2.5,180.0,0,0,0,0,0,0,0,0,0,1,0,0,0
1230,Erythrura gouldiae,aves,passeriformes,estrildidae,1.0,0.0,7.0,132.5,0.014,1,0,2.0,0.0,13.0,6.0,40.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1231,Eudyptes chrysolophus,aves,sphenisciformes,spheniscidae,0.0,1.0,17.5,,4.5,1,0,1.0,0.0,34.0,2.0,70.0,1,1,0,0,0,0,0,0,1,0,0,1,0
1232,Struthio camelus,aves,struthioniformes,struthionidae,0.0,0.0,45.0,,104.0,1,0,2.0,1.0,42.0,6.5,540.0,1,0,0,0,1,0,0,0,0,1,0,1,1
1233,Regulus regulus,aves,passeriformes,regulidae,0.0,0.0,5.0,8.5,0.0055,1,0,3.0,0.0,16.0,10.5,19.5,1,0,1,1,0,0,0,0,1,0,0,1,0
1234,Grus americana,aves,gruiformes,gruidae,2.0,1.0,31.0,,6.5,1,0,0.0,0.0,29.5,2.0,85.0,0,0,0,0,0,0,0,0,1,0,0,0,0
1235,Egretta novaehollandiae,aves,pelecaniformes,ardeidae,,0.0,17.5,62.0,0.525,0,0,1.0,0.0,24.5,3.0,40.0,0,0,1,0,1,0,0,0,0,1,0,1,1
1236,Grus carunculata,aves,gruiformes,gruidae,0.0,1.0,25.0,120.0,7.5,1,0,0.0,0.0,34.5,1.5,105.0,1,0,0,0,0,0,0,0,0,0,0,1,1
1237,Fulica americana,aves,gruiformes,rallidae,0.0,0.0,15.5,38.5,0.6375,1,0,0.0,0.0,23.0,9.0,60.0,0,0,0,1,0,0,0,0,1,1,0,1,1
1238,Cacatua goffiniana,aves,psittaciformes,cacatuidae,0.0,0.0,37.5,31.0,0.275,1,0,0.0,0.0,28.0,2.5,66.5,0,0,1,0,0,0,0,0,0,0,0,0,1
1239,Egretta tricolor,aves,pelecaniformes,ardeidae,1.0,0.0,17.0,66.0,0.3745,0,0,1.0,0.0,21.0,3.5,35.0,0,0,0,1,0,0,0,0,0,0,0,0,1
1240,Chen caerulescens,aves,anseriformes,anatidae,2.0,0.0,20.0,,2.0,1,0,2.0,0.0,24.0,4.0,47.0,0,0,1,1,1,0,0,0,1,1,1,1,1
1241,Buteo regalis,aves,accipitriformes,accipitridae,2.0,0.0,20.0,58.0,1.505,0,0,1.0,0.0,35.0,4.0,45.0,0,0,0,0,0,0,0,0,1,1,0,1,0
1242,Branta sandvicensis,aves,anseriformes,anatidae,2.0,1.0,22.0,61.0,2.0,1,0,2.0,0.0,30.0,3.5,365.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1243,Grus rubicunda,aves,gruiformes,gruidae,0.0,0.0,33.0,,5.5,0,0,0.0,0.0,29.0,2.0,525.0,0,0,1,0,1,0,0,0,0,1,0,1,1
1244,Chordeiles minor,aves,caprimulgiformes,caprimulgidae,0.0,0.0,4.5,23.5,0.0765,0,0,0.0,0.0,19.0,2.0,47.5,1,0,0,1,0,0,0,0,1,1,0,1,1
1245,Ptilinopus jambu,aves,columbiformes,columbidae,0.0,0.0,8.0,25.0,0.042,1,0,2.0,0.0,17.5,1.0,63.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1246,Calamospiza melanocorys,aves,passeriformes,emberizidae,0.0,0.0,4.0,16.0,0.0405,1,0,3.0,0.0,10.5,4.5,8.5,0,0,0,0,0,0,0,0,1,1,0,0,0
1247,Burhinus grallarius,aves,charadriiformes,burhinidae,0.0,0.0,25.0,,0.6475,1,1,1.0,0.0,28.0,2.0,180.0,0,0,1,0,1,0,0,0,0,1,0,1,1
1248,Spheniscus magellanicus,aves,sphenisciformes,spheniscidae,0.0,0.0,25.0,,4.0,1,0,1.0,0.0,40.5,2.5,65.0,0,0,0,0,0,0,0,0,0,0,1,1,0
1249,Cygnus melancoryphus,aves,anseriformes,anatidae,1.0,0.0,25.0,113.0,4.5,1,0,2.0,0.0,35.0,5.0,330.0,0,1,0,0,0,0,0,0,0,1,0,1,0
1250,Cathartes aura,aves,accipitriformes,cathartidae,1.0,0.0,16.0,71.5,1.0,1,0,1.0,0.0,35.0,2.0,85.0,0,1,0,0,0,0,0,0,1,1,1,1,1
1251,Aptenodytes patagonicus,aves,sphenisciformes,spheniscidae,2.0,0.0,17.5,,13.5,1,0,1.0,0.0,55.0,1.0,450.0,1,1,0,0,0,0,0,0,1,0,1,0,0
1252,Bubo bubo,aves,strigiformes,strigidae,0.0,0.0,40.0,65.5,2.5,0,1,1.0,0.0,33.5,2.5,,0,0,1,1,0,0,0,0,1,0,1,1,0
1253,Plectrophenax nivalis,aves,passeriformes,calcariidae,0.0,0.0,8.0,15.0,0.035,1,0,0.0,0.0,13.0,5.0,13.5,1,0,1,1,0,0,0,0,1,1,1,1,0
1254,Botaurus lentiginosus,aves,pelecaniformes,ardeidae,0.0,0.0,8.0,71.5,0.1855,0,0,1.0,1.0,26.0,4.5,28.0,0,0,0,1,0,0,0,0,1,1,0,1,0
1255,Eudyptes sclateri,aves,sphenisciformes,spheniscidae,0.0,1.0,17.5,,4.0,1,0,1.0,0.0,35.0,2.0,75.0,0,0,0,0,1,0,0,0,1,0,0,1,0
1256,Cygnus columbianus,aves,anseriformes,anatidae,,0.0,25.0,132.5,6.0,1,0,2.0,0.0,32.0,4.0,730.0,1,0,1,1,0,0,0,0,1,0,1,1,0
1257,Amazona leucocephala,aves,psittaciformes,psittacidae,0.0,0.0,55.0,30.5,0.2805,1,0,2.0,0.0,27.0,3.0,58.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1258,Pygoscelis adeliae,aves,sphenisciformes,spheniscidae,2.0,0.0,15.0,,4.5,1,0,1.0,0.0,36.0,2.0,56.0,0,1,0,0,0,0,0,0,0,0,1,0,0
1259,Loxia curvirostra,aves,passeriformes,fringillidae,1.0,0.0,8.0,15.0,0.0365,1,0,2.0,0.0,14.0,3.5,50.0,1,0,1,1,0,0,0,0,1,1,0,1,0
1260,Aquila audax,aves,accipitriformes,accipitridae,2.0,0.0,30.0,93.5,3.5,1,0,1.0,0.0,45.0,2.0,180.0,0,0,1,0,1,0,0,0,0,0,0,1,1
1261,Spheniscus humboldti,aves,sphenisciformes,spheniscidae,,1.0,22.5,,3.5,1,0,1.0,0.0,40.0,1.5,80.0,0,0,0,0,0,0,0,0,0,0,0,1,1
1262,Megadyptes antipodes,aves,sphenisciformes,spheniscidae,0.0,1.0,22.0,,6.5,1,0,1.0,0.0,45.0,2.0,98.0,0,0,0,0,1,0,0,0,0,0,0,1,0
1263,Dolichonyx oryzivorus,aves,passeriformes,icteridae,0.0,0.0,6.5,18.0,0.0425,1,0,0.0,1.0,11.5,5.0,16.0,0,0,0,1,0,0,0,0,1,1,0,1,1
1264,Ciconia episcopus,aves,ciconiiformes,ciconiidae,0.0,1.0,20.0,,1.0,0,1,1.0,0.0,30.5,3.0,150.0,0,0,1,0,0,0,0,0,0,1,1,1,1
1265,Pelecanus occidentalis,aves,pelecaniformes,pelecanidae,2.0,0.0,29.0,121.5,3.5,1,0,1.0,0.0,29.0,2.5,69.5,0,0,0,0,0,0,0,0,0,0,0,0,1
1266,Nyctanassa violacea,aves,pelecaniformes,ardeidae,1.0,0.0,6.0,62.5,0.725,1,1,1.0,0.0,23.0,3.0,25.0,0,0,0,0,0,0,0,0,0,0,0,1,1
1267,Sterna hirundo,aves,charadriiformes,laridae,,0.0,19.0,33.0,0.1255,1,0,1.0,0.0,23.0,2.5,25.0,1,1,1,1,1,0,0,0,1,1,0,1,1
1268,Callipepla gambelii,aves,galliformes,odontophoridae,1.0,0.0,1.5,28.0,0.175,1,0,2.0,0.0,22.0,12.0,,0,0,0,0,0,0,0,0,0,1,0,0,0
1269,Xanthocephalus xanthocephalus,aves,passeriformes,icteridae,2.0,0.0,10.5,23.5,0.072,1,0,3.0,1.0,12.0,4.0,10.5,0,0,0,1,0,0,0,0,1,1,0,1,0
1270,Coccyzus americanus,aves,cuculiformes,cuculidae,0.0,0.0,5.0,28.0,0.06,0,0,,0.0,10.0,3.0,21.0,1,0,0,1,1,0,0,0,0,0,0,1,1
1271,Lophophorus impejanus,aves,galliformes,phasianidae,0.0,0.0,11.0,70.0,2.265,1,0,0.0,0.0,27.0,4.0,180.0,0,0,1,0,0,0,0,0,0,0,0,1,0
1272,Thalassarche melanophris,aves,procellariiformes,diomedeidae,0.0,0.0,51.0,87.5,3.0,0,0,1.0,0.0,71.0,1.0,120.0,1,1,0,1,1,0,0,0,1,0,0,1,0
1273,Eudyptes robustus,aves,sphenisciformes,spheniscidae,1.0,1.0,17.5,,3.0,1,0,1.0,0.0,34.0,2.0,77.0,0,0,0,0,1,0,0,0,0,0,0,1,0
1274,Onychoprion fuscatus,aves,charadriiformes,laridae,,0.0,32.0,34.5,0.195,1,1,1.0,0.0,29.0,1.0,60.0,1,1,1,0,1,0,0,0,0,0,0,1,1
1275,Buceros bicornis,aves,bucerotiformes,bucerotidae,0.0,1.0,40.0,112.5,3.0,1,0,2.0,0.0,39.0,1.5,84.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1276,Eudyptes schlegeli,aves,sphenisciformes,spheniscidae,1.0,0.0,17.5,,5.5,1,0,1.0,0.0,32.5,2.0,65.0,0,0,0,0,1,0,0,0,1,0,0,0,0
1277,Amaurornis flavirostra,aves,gruiformes,rallidae,,0.0,,21.0,0.0935,0,0,0.0,0.0,16.0,3.0,38.5,1,0,0,1,0,0,0,0,0,1,0,1,1
1278,Stephanoaetus coronatus,aves,accipitriformes,accipitridae,0.0,0.0,14.0,89.5,3.0,1,0,1.0,0.0,49.0,1.5,420.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1279,Haliaeetus vocifer,aves,accipitriformes,accipitridae,1.0,0.0,26.0,69.0,2.5,1,0,1.0,0.0,43.5,2.0,150.0,1,0,0,0,0,0,0,0,0,0,0,1,1
1280,Pygoscelis antarcticus,aves,sphenisciformes,spheniscidae,0.0,0.0,17.5,,4.5,1,1,1.0,0.0,37.0,2.0,56.0,0,1,0,0,0,0,0,0,1,0,1,0,0
1281,Falco peregrinus,aves,falconiformes,falconidae,1.0,0.0,22.0,46.0,0.1655,0,0,1.0,0.0,31.0,4.0,60.0,1,0,1,1,1,0,0,0,1,1,1,1,1
1282,Anas platyrhynchos,aves,anseriformes,anatidae,2.0,0.0,11.5,57.5,0.5,1,0,0.0,0.0,27.0,11.0,51.0,1,1,1,1,1,0,0,0,1,1,1,1,0
1283,Eudyptes pachyrhynchus,aves,sphenisciformes,spheniscidae,0.0,1.0,17.5,,4.5,0,1,1.0,0.0,33.0,2.0,75.0,0,0,0,0,1,0,0,0,0,0,0,1,0
1284,Phoebastria irrorata,aves,procellariiformes,diomedeidae,0.0,1.0,42.5,85.0,3.0,1,1,1.0,0.0,60.0,1.0,166.0,0,0,0,0,0,0,0,0,1,1,0,1,1
1285,Certhia americana,aves,passeriformes,certhiidae,1.0,0.0,4.0,13.0,0.0075,0,0,0.0,0.0,15.0,5.0,31.0,0,0,0,0,0,0,0,0,1,1,1,1,1
1286,Calyptomena viridis,aves,passeriformes,eurylaimidae,0.0,0.0,12.5,,0.058,1,0,2.0,,,2.5,22.5,0,0,1,0,0,0,0,0,0,0,0,0,1
1287,Haliaeetus albicilla,aves,accipitriformes,accipitridae,2.0,0.0,34.5,80.0,5.0,1,0,1.0,0.0,40.0,2.0,120.0,0,0,1,1,0,0,0,0,1,0,1,1,0
1288,Milvus migrans,aves,accipitriformes,accipitridae,,0.0,26.0,57.5,0.785,1,0,1.0,0.0,32.0,2.5,,1,0,1,1,1,0,0,0,0,0,0,1,1
1289,Sternula antillarum,aves,charadriiformes,laridae,0.0,0.0,17.5,23.0,0.0455,1,0,1.0,0.0,21.0,2.0,90.0,0,0,0,0,0,0,0,0,0,0,0,1,1
1290,Thalasseus maximus,aves,charadriiformes,laridae,1.0,0.0,17.0,47.5,0.4,1,0,1.0,0.0,28.0,1.0,195.0,1,0,0,0,0,0,0,0,0,0,0,1,1
1291,Polemaetus bellicosus,aves,accipitriformes,accipitridae,0.0,1.0,19.5,87.0,4.5,0,0,1.0,0.0,49.0,1.0,360.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1292,Columbina inca,aves,columbiformes,columbidae,2.0,0.0,4.5,19.5,0.044,1,0,2.0,0.0,13.0,2.0,14.0,0,0,0,0,0,0,0,0,0,1,0,1,1
1293,Bubo scandiacus,aves,strigiformes,strigidae,0.0,1.0,19.0,61.5,2.0,0,0,1.0,0.0,35.0,7.0,73.5,0,0,1,1,0,0,0,0,0,0,1,1,0
1294,Spinus pinus,aves,passeriformes,fringillidae,1.0,0.0,3.0,12.5,0.015,0,0,0.0,0.0,13.0,3.5,15.0,0,0,0,0,0,0,0,0,1,1,1,1,1
1295,Haliaeetus leucogaster,aves,accipitriformes,accipitridae,0.0,0.0,30.0,78.0,2.5,1,0,1.0,0.0,42.0,2.0,180.0,0,0,1,0,1,0,0,0,0,0,0,1,1
1296,Numenius americanus,aves,charadriiformes,scolopacidae,0.0,0.0,10.0,57.5,0.72,0,0,1.0,0.0,28.5,4.0,56.0,0,0,0,0,0,0,0,0,1,1,0,1,1
1297,Recurvirostra americana,aves,charadriiformes,recurvirostridae,1.0,0.0,12.0,45.0,0.3125,1,0,0.0,0.0,23.0,3.5,31.5,0,0,0,0,0,0,0,0,0,1,0,1,1
1298,Phoebastria immutabilis,aves,procellariiformes,diomedeidae,1.0,0.0,31.5,81.0,2.5,1,1,1.0,0.0,65.0,1.0,165.0,0,0,1,0,1,0,0,0,1,1,0,1,1
1299,Agelaius phoeniceus,aves,passeriformes,icteridae,0.0,0.0,9.0,20.0,0.0545,1,0,0.0,1.0,12.0,5.0,49.0,0,0,0,0,0,0,0,0,1,1,1,1,1
1300,Ixobrychus exilis,aves,pelecaniformes,ardeidae,1.0,0.0,10.0,32.0,0.0765,0,0,1.0,0.0,19.5,3.5,25.0,1,0,0,1,0,0,0,0,0,1,0,1,1
1301,Carduelis carduelis,aves,passeriformes,fringillidae,0.0,0.0,10.0,12.5,0.0165,1,0,2.0,0.0,,5.0,23.5,1,0,1,1,0,0,0,0,0,0,0,1,1
1302,Anser cygnoides,aves,anseriformes,anatidae,0.0,1.0,10.0,87.5,2.5,1,0,2.0,0.0,28.0,6.5,73.5,0,0,1,0,0,0,0,0,0,0,0,1,0
1303,Sterna dougallii,aves,charadriiformes,laridae,,0.0,16.5,34.5,0.115,1,0,1.0,0.0,23.5,1.5,90.0,1,0,1,1,1,0,0,0,0,0,0,1,1
1304,Bubo africanus,aves,strigiformes,strigidae,1.0,0.0,15.0,45.0,0.6805,0,1,1.0,0.0,32.0,3.0,84.0,1,0,1,0,0,0,0,0,0,1,0,0,1
1305,Haliastur indus,aves,accipitriformes,accipitridae,0.0,0.0,30.0,48.0,0.495,1,0,1.0,0.0,26.5,2.0,105.0,0,0,1,0,1,0,0,0,0,0,0,0,1
1306,Anas superciliosa,aves,anseriformes,anatidae,,0.0,2.0,57.5,,1,1,0.0,0.0,28.0,10.0,53.0,0,0,1,0,1,0,0,0,0,0,0,0,1
1307,Phoebastria albatrus,aves,procellariiformes,diomedeidae,2.0,1.0,32.5,89.0,6.0,1,1,1.0,0.0,65.0,1.0,150.0,0,0,1,0,1,0,0,0,1,0,0,1,0
1308,Falco cherrug,aves,falconiformes,falconidae,0.0,1.0,17.5,51.0,0.3655,0,0,1.0,0.0,34.0,4.5,87.5,1,0,1,1,0,0,0,0,0,0,0,1,1
1309,Falco tinnunculus,aves,falconiformes,falconidae,0.0,0.0,16.5,35.5,0.225,0,0,1.0,0.0,28.0,5.0,,1,0,1,1,0,0,0,0,1,0,0,1,1
1310,Chen canagica,aves,anseriformes,anatidae,0.0,0.0,9.0,77.5,2.5,1,0,2.0,0.0,24.5,4.5,55.0,0,0,1,0,0,0,0,0,0,0,1,0,0
1311,Corvus brachyrhynchos,aves,passeriformes,corvidae,2.0,0.0,7.5,46.5,0.468,1,0,,0.0,18.0,4.5,35.0,0,0,0,0,0,0,0,0,1,1,0,1,0
1312,Threskiornis molucca,aves,pelecaniformes,threskiornithidae,1.0,0.0,28.0,70.0,1.5,1,0,1.0,0.0,22.0,2.5,48.0,0,0,1,0,1,0,0,0,0,0,0,1,1
1313,Luscinia megarhynchos,aves,passeriformes,muscicapidae,1.0,0.0,4.5,15.5,0.0205,0,0,0.0,0.0,13.5,4.5,33.5,1,0,1,1,0,0,0,0,0,0,0,1,1
1314,Molothrus ater,aves,passeriformes,icteridae,0.0,0.0,16.0,19.0,0.044,1,0,2.0,0.0,11.0,40.0,27.0,0,0,0,1,0,0,0,0,1,1,0,1,1
1315,Mellisuga helenae,aves,apodiformes,trochilidae,0.0,0.0,8.5,5.5,0.0015,0,0,2.0,1.0,21.5,2.0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1316,Chlidonias niger,aves,charadriiformes,laridae,0.0,0.0,17.0,25.5,0.067,1,0,1.0,0.0,21.0,2.5,23.0,1,0,1,1,0,0,0,0,1,1,0,1,1
1317,Colinus virginianus,aves,galliformes,odontophoridae,0.0,0.0,3.5,26.0,0.151,1,0,2.0,0.0,24.5,13.0,14.0,0,0,1,1,0,0,0,0,1,1,0,1,1
1318,Centrocercus minimus,aves,galliformes,phasianidae,0.0,1.0,5.0,41.5,0.496,1,0,0.0,1.0,26.0,7.0,77.0,0,0,0,0,0,0,0,0,0,1,0,1,0
1319,Falco rusticolus,aves,falconiformes,falconidae,1.0,0.0,20.0,56.5,0.4035,0,0,1.0,0.0,35.0,3.0,105.0,0,0,1,1,0,0,0,0,1,0,1,0,0
1320,Podargus strigoides,aves,caprimulgiformes,podargidae,1.0,0.0,12.0,43.5,0.425,1,1,1.0,0.0,30.0,2.0,30.0,0,0,0,0,1,0,0,0,0,0,0,1,1
1321,Egretta garzetta,aves,pelecaniformes,ardeidae,2.0,0.0,,60.0,0.45,1,0,1.0,0.0,23.0,4.0,42.5,1,0,1,1,1,0,0,0,0,0,0,1,1
1322,Gallus gallus,aves,galliformes,phasianidae,0.0,0.0,20.0,58.5,0.243,1,0,0.0,1.0,21.0,5.0,84.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1323,Acridotheres tristis,aves,passeriformes,sturnidae,2.0,0.0,8.0,23.0,0.1235,1,0,0.0,0.0,17.5,5.0,42.0,1,0,1,0,1,0,0,0,0,0,0,1,1
1324,Limosa lapponica,aves,charadriiformes,scolopacidae,0.0,0.0,30.0,39.0,0.41,1,0,1.0,0.0,21.0,3.0,30.0,1,0,1,1,1,0,0,0,1,0,1,1,1
1325,Malurus cyaneus,aves,passeriformes,maluridae,1.0,0.0,5.5,,0.0105,1,0,0.0,1.0,14.0,3.5,40.0,0,0,0,0,1,0,0,0,0,0,0,1,1
1326,Tachybaptus ruficollis,aves,podicipediformes,podicipedidae,0.0,0.0,12.5,26.0,0.183,0,0,0.0,0.0,22.5,5.5,,1,0,1,1,1,0,0,0,0,0,0,1,1
1327,Centrocercus urophasianus,aves,galliformes,phasianidae,0.0,0.0,10.0,64.0,2.0,1,0,2.0,1.0,26.0,8.0,77.0,0,0,0,0,0,0,0,0,1,1,0,1,0
1328,Coracias benghalensis,aves,coraciiformes,coraciidae,2.0,0.0,17.0,26.5,0.09,0,0,1.0,,18.0,4.0,30.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1329,Gymnorhina tibicen,aves,passeriformes,artamidae,2.0,0.0,27.5,40.0,0.285,1,0,0.0,0.0,20.0,3.5,6.0,0,0,1,0,1,0,0,0,0,0,0,1,1
1330,Chrysolophus pictus,aves,galliformes,phasianidae,0.0,0.0,12.5,88.0,0.625,0,0,2.0,0.0,22.5,8.5,,0,0,1,0,0,0,0,0,0,0,0,1,0
1331,Taeniopygia guttata,aves,passeriformes,estrildidae,1.0,0.0,8.5,10.5,0.0225,1,0,2.0,0.0,17.5,5.0,43.0,0,0,1,0,1,0,0,0,0,0,0,0,1
1332,Milvus milvus,aves,accipitriformes,accipitridae,0.0,0.0,25.0,65.0,0.4005,1,0,1.0,0.0,34.5,3.0,82.5,1,0,1,1,0,0,0,0,0,0,0,1,0
1333,Oreoica gutturalis,aves,passeriformes,oreoicidae,0.0,0.0,,21.0,0.063,0,0,0.0,0.0,16.0,2.5,12.0,0,0,0,0,1,0,0,0,0,1,0,1,0
1334,Phalacrocorax pelagicus,aves,suliformes,phalacrocoracidae,0.0,0.0,18.0,76.5,1.956,0,0,1.0,0.0,30.0,4.0,50.0,0,0,1,0,0,0,0,0,1,0,1,1,0
1335,Podiceps cristatus,aves,podicipediformes,podicipedidae,,0.0,12.5,48.5,0.5,0,0,0.0,0.0,28.0,2.0,94.5,1,0,1,1,1,0,0,0,0,0,0,1,1
1336,Falco biarmicus,aves,falconiformes,falconidae,2.0,0.0,16.0,46.5,0.7,1,0,1.0,0.0,28.0,3.5,90.0,1,0,1,1,0,0,0,0,0,1,0,1,1
1337,Opisthocomus hoazin,aves,opisthocomiformes,opisthocomidae,0.0,0.0,22.5,63.5,0.8,1,0,2.0,0.0,32.0,2.5,60.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1338,Pavo cristatus,aves,galliformes,phasianidae,1.0,0.0,19.0,105.0,4.0,1,0,0.0,1.0,28.0,6.0,56.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1339,Anser anser,aves,anseriformes,anatidae,2.0,0.0,25.0,82.5,3.0,1,0,2.0,0.0,28.0,5.0,59.5,1,0,1,1,1,0,0,0,0,0,0,1,1
1340,Grallina cyanoleuca,aves,passeriformes,monarchidae,2.0,0.0,10.0,27.5,0.091,1,0,1.0,0.0,,4.0,56.0,0,0,1,0,1,0,0,0,0,0,0,1,1
1341,Fregata magnificens,aves,suliformes,fregatidae,2.0,0.0,20.0,101.5,1.0,1,0,1.0,0.0,55.0,1.0,330.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1342,Buceros rhinoceros,aves,bucerotiformes,bucerotidae,0.0,1.0,35.0,85.0,0.0025,1,0,0.0,0.0,40.0,1.5,240.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1343,Colaptes auratus,aves,piciformes,picidae,0.0,0.0,9.0,29.5,0.135,1,0,0.0,0.0,,7.0,,0,0,0,0,0,0,0,0,0,0,0,1,1
1344,Pavo muticus,aves,galliformes,phasianidae,0.0,1.0,20.0,200.0,4.0,1,0,0.0,1.0,27.0,4.5,,0,0,1,0,0,0,0,0,0,0,0,0,1
1345,Cairina moschata,aves,anseriformes,anatidae,0.0,0.0,14.0,75.0,2.5,1,0,0.0,1.0,35.0,12.0,65.0,0,0,0,1,0,0,0,0,0,0,0,0,1
1346,Eudocimus ruber,aves,pelecaniformes,threskiornithidae,0.0,0.0,18.0,59.0,1.0,1,0,1.0,0.0,21.0,4.0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1347,Psittacus erithacus,aves,psittaciformes,psittacidae,0.0,1.0,41.5,30.5,0.445,1,0,2.0,0.0,30.0,4.0,912.5,1,0,0,0,0,0,0,0,0,0,0,0,1
1348,Corvus coronoides,aves,passeriformes,corvidae,2.0,0.0,21.0,49.5,0.65,1,0,0.0,0.0,20.0,5.0,4.5,0,0,0,0,1,0,0,0,0,0,0,1,1
1349,Ara glaucogularis,aves,psittaciformes,psittacidae,1.0,1.0,65.0,85.0,0.4505,1,0,2.0,0.0,26.0,2.0,365.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1350,Pheucticus ludovicianus,aves,passeriformes,cardinalidae,0.0,0.0,15.5,20.0,0.05,1,0,0.0,0.0,12.5,3.0,21.0,0,0,0,0,0,0,0,0,0,0,0,1,1
1351,Accipiter cooperii,aves,accipitriformes,accipitridae,2.0,0.0,12.0,42.5,0.46,0,0,1.0,0.0,35.0,4.0,56.0,0,0,0,0,0,0,0,0,0,0,0,1,1
1352,Egretta thula,aves,pelecaniformes,ardeidae,2.0,0.0,22.0,61.0,0.37,1,0,1.0,0.0,24.0,3.5,22.0,0,0,0,0,0,0,0,0,0,0,0,1,1
1353,Buteogallus anthracinus,aves,accipitriformes,accipitridae,0.0,0.0,13.0,48.0,0.9965,1,0,1.0,,40.0,2.0,108.5,0,0,0,0,0,0,0,0,0,0,0,1,1
1354,Spinus tristis,aves,passeriformes,fringillidae,2.0,0.0,7.0,12.5,0.0155,1,0,2.0,0.0,13.0,5.0,31.5,0,0,0,0,0,0,0,0,0,0,0,1,0
